GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
6677527,19880207,198802,1988,1988.1014,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,11,2,11,2.96826672036489,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6870574,19880418,198804,1988,1988.2959,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,10,2,10,2.16908716049663,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6870575,19880418,198804,1988,1988.2959,ISR,ISRAELI,ISR,,,,,,,,PSE,GAZA,PSE,,,,,,,,0,193,193,19,4,-10.0,9,2,9,2.19832316841717,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
7316528,19881005,198810,1988,1988.7534,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,7,2,7,3.02908468776732,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7524260,19881231,198812,1988,1988.989,CVL,NEIGHBORHOOD,,,,,,CVL,,,PSE,WEST BANK,PSE,,,,,,,,1,193,193,19,4,-10.0,12,2,12,1.9919147694996,4,"Nablus, West Bank (general), West Bank",WE,WE00,32.2199,35.2636,-795575,4,"Nablus, West Bank (general), West Bank",WE,WE00,32.2199,35.2636,-795575,4,"Nablus, West Bank (general), West Bank",WE,WE00,32.2199,35.2636,-795575,20130203,unspecified
7346009,19881018,198810,1988,1988.789,ISR,ISRAELI,ISR,,,,,,,,PSE,WEST BANK,PSE,,,,,,,,1,190,190,19,4,-10.0,22,2,22,3.33669980704867,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6826637,19880402,198804,1988,1988.2521,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,5,2,5,2.40993655885604,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6680763,19880208,198802,1988,1988.1041,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,190,190,19,4,-10.0,18,2,18,2.10686891549361,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6754050,19880306,198803,1988,1988.1808,PSE,PALESTINE,PSE,,,,,,,,ISR,JERUSALEM,ISR,,,,,,,,1,193,193,19,4,-10.0,7,2,7,4.35703335287925,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7050638,19880623,198806,1988,1988.474,PSE,OCCUPIED TERRITORIES,PSE,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,190,190,19,4,-10.0,7,2,7,1.77442658479321,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
6892324,19880426,198804,1988,1988.3178,ISR,ISRAEL,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,190,190,19,4,-10.0,18,2,18,1.59022430532307,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
7370129,19881028,198810,1988,1988.8164,DEU,GERMANY,DEU,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,4,2,4,2.18921703296703,4,"Frankfurt, Bayern, Germany",GM,GM02,49.6833,10.5333,-1771145,4,"Frankfurt, Bayern, Germany",GM,GM02,49.6833,10.5333,-1771145,4,"Frankfurt, Bayern, Germany",GM,GM02,49.6833,10.5333,-1771145,20130203,unspecified
6792789,19880320,198803,1988,1988.2192,PSE,PALESTINIAN,PSE,,,,,,,,MIL,RESERVIST,,,,,,MIL,,,0,193,193,19,4,-10.0,8,2,8,1.97121884704656,4,"Nablus, West Bank (general), West Bank",WE,WE00,32.2199,35.2636,-795575,4,"Nablus, West Bank (general), West Bank",WE,WE00,32.2199,35.2636,-795575,4,"Nablus, West Bank (general), West Bank",WE,WE00,32.2199,35.2636,-795575,20130203,unspecified
7327627,19881010,198810,1988,1988.7671,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,6,2,6,2.31930309874883,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7220203,19880827,198808,1988,1988.6493,PSE,PALESTINIAN,PSE,,,,,,,,REF,REFUGEE,,,,,,REF,,,1,190,190,19,4,-10.0,18,2,18,1.97555640502888,1,Gaza Strip,GZ,GZ,8.73308,126.321,0,1,Gaza Strip,GZ,GZ,8.73308,126.321,0,1,Gaza Strip,GZ,GZ,8.73308,126.321,0,20130203,unspecified
6874508,19880419,198804,1988,1988.2986,PSE,GAZA,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,190,190,19,4,-10.0,5,2,5,4.49895382034307,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7093113,19880709,198807,1988,1988.5178,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,9,2,9,3.88893427926885,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6662132,19880201,198802,1988,1988.0849,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,190,190,19,4,-10.0,3,2,3,1.79967769336413,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7217905,19880826,198808,1988,1988.6466,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,190,190,19,4,-10.0,10,2,10,2.22451521081658,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6893178,19880426,198804,1988,1988.3178,REB,GUERRILLA,,,,,,REB,,,ISR,ISRAELI,ISR,,,,,,,,1,190,190,19,4,-10.0,12,2,12,1.5679053677045,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
6803592,19880324,198803,1988,1988.2301,ISR,ISRAELI,ISR,,,,,,,,PSEREB,PALESTINIAN,PSE,,,,,REB,,,1,195,195,19,4,-10.0,16,2,16,2.753884572697,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7360319,19881024,198810,1988,1988.8055,ISR,ISRAELI,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,0,190,190,19,4,-10.0,12,2,12,3.12135339759649,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7464052,19881205,198812,1988,1988.9178,REB,UPRISING,,,,,,REB,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,21,2,21,2.24042148504062,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
6917103,19880505,198805,1988,1988.3425,ISR,ISRAEL,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,190,190,19,4,-10.0,25,2,25,2.8422063595029,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6807495,19880325,198803,1988,1988.2329,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,190,190,19,4,-10.0,5,2,5,2.50277422108408,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
7360308,19881024,198810,1988,1988.8055,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,195,195,19,4,-10.0,3,2,3,3.20866320866321,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6860302,19880414,198804,1988,1988.2849,PSE,WEST BANK,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,193,193,19,4,-10.0,10,2,10,1.75397971322454,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7354129,19881021,198810,1988,1988.7973,ISR,JERUSALEM,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,193,193,19,4,-10.0,10,2,10,4.49077402348431,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6772232,19880313,198803,1988,1988.2,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,3,2,3,4.50817283075348,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,4,"Tel Aviv, Tel Aviv, Israel",IS,IS05,32.0667,34.7667,-781545,20130203,unspecified
7265804,19880915,198809,1988,1988.6986,ISR,ISRAEL,ISR,,,,,,,,PSE,WEST BANK,PSE,,,,,,,,1,190,190,19,4,-10.0,10,2,10,2.39791073124407,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7322418,19881007,198810,1988,1988.7589,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,0,190,190,19,4,-10.0,10,2,10,4.89200354675177,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7097295,19880711,198807,1988,1988.5233,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,14,2,14,1.22307574856132,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6658997,19880131,198801,1988,1988.0849,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,13,2,13,1.93506104411654,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7322417,19881007,198810,1988,1988.7589,PSE,WEST BANK,PSE,,,,,,,,ISR,ISRAEL,ISR,,,,,,,,1,190,190,19,4,-10.0,6,2,6,1.53577595574572,4,"Nablus, West Bank (general), West Bank",WE,WE00,32.2199,35.2636,-795575,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6847143,19880410,198804,1988,1988.274,CVL,VILLAGE,,,,,,CVL,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,8,2,8,2.65397216297632,4,"Elon Moreh, West Bank (general), West Bank",WE,WE00,32.2216,35.1447,-794818,4,"Elon Moreh, West Bank (general), West Bank",WE,WE00,32.2216,35.1447,-794818,4,"Elon Moreh, West Bank (general), West Bank",WE,WE00,32.2216,35.1447,-794818,20130203,unspecified
7524894,19881231,198812,1988,1988.989,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,11,2,11,2.97632597313909,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
6724924,19880225,198802,1988,1988.1507,ISR,ISRAELI,ISR,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,1,193,193,19,4,-10.0,11,2,11,3.45558768260877,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6905935,19880501,198805,1988,1988.3315,ISR,ISRAELI,ISR,,,,,,,,PSE,WEST BANK,PSE,,,,,,,,0,190,190,19,4,-10.0,9,2,9,2.65185872328729,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6830711,19880404,198804,1988,1988.2575,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,15,2,15,4.3604344963792,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7475342,19881209,198812,1988,1988.9288,REB,UPRISING,,,,,,REB,,,PSE,WEST BANK,PSE,,,,,,,,0,190,190,19,4,-10.0,6,2,6,4.24338000239328,1,West Bank,WE,WE,31.6667,35.25,0,1,West Bank,WE,WE,31.6667,35.25,0,1,West Bank,WE,WE,31.6667,35.25,0,20130203,unspecified
7232281,19880901,198809,1988,1988.6603,MIL,ARMY,,,,,,MIL,,,ISR,ISRAEL,ISR,,,,,,,,1,193,193,19,4,-10.0,6,2,4,1.39875530341008,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6736293,19880229,198802,1988,1988.1616,ISR,ISRAELI,ISR,,,,,,,,PSE,WEST BANK,PSE,,,,,,,,1,190,190,19,4,-10.0,12,2,12,2.89311499657846,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6929795,19880510,198805,1988,1988.3562,ISR,ISRAELI,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,190,190,19,4,-10.0,8,2,8,2.30602899289072,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
6599741,19880108,198801,1988,1988.0219,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,6,2,6,3.99346935924636,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8221233,19891025,198910,1989,1989.8082,ISR,JERUSALEM,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,193,193,19,4,-10.0,7,2,7,1.82225500642024,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7926612,19890621,198906,1989,1989.4685,ISR,ISRAELI,ISR,,,,,,,,LBN,LEBANON,LBN,,,,,,,,1,195,195,19,4,-10.0,9,2,9,3.05382305382306,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,20130203,unspecified
8248717,19891106,198911,1989,1989.8384,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,7,2,7,5.35567624505589,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8097832,19890904,198909,1989,1989.6685,ISR,ISRAELI,ISR,,,,,,,,REB,GUERRILLA,,,,,,REB,,,1,195,195,19,4,-10.0,16,2,16,3.83605794790005,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8086229,19890830,198908,1989,1989.6575,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,193,193,19,4,-10.0,6,2,6,3.15910536876621,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
8383289,19891231,198912,1989,1989.989,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,25,2,18,3.13792492917847,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8323606,19891206,198912,1989,1989.9205,ISR,ISRAELI,ISR,,,,,,,,PSE,GAZA,PSE,,,,,,,,1,190,190,19,4,-10.0,6,2,6,5.77855440666471,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7856106,19890520,198905,1989,1989.3836,ISR,ISRAEL,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,193,193,19,4,-10.0,9,2,9,2.06248788055071,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8107581,19890908,198909,1989,1989.6795,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,1,190,190,19,4,-10.0,16,2,16,5.54127360228694,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8321035,19891205,198912,1989,1989.9178,ISR,ISRAELI,ISR,,,,,,,,PSEREB,PALESTINIAN,PSE,,,,,REB,,,1,195,195,19,4,-10.0,4,2,4,2.64798168249661,1,Syria,SY,SY,35.0,38.0,0,4,"Beirut, Beyrouth, Lebanon",LE,LE04,33.8719,35.5097,-801546,1,Syria,SY,SY,35.0,38.0,0,20130203,unspecified
7699800,19890313,198903,1989,1989.2,REB,GUERRILLA,,,,,,REB,,,ISR,ISRAEL,ISR,,,,,,,,1,190,190,19,4,-10.0,18,2,18,3.26842044993334,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,1,Israel,IS,IS,31.5,34.75,0,20130203,unspecified
8086225,19890830,198908,1989,1989.6575,ISR,ISRAELI,ISR,,,,,,,,PSE,GAZA,PSE,,,,,,,,1,190,190,19,4,-10.0,9,2,9,3.46661446353122,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,4,"Gaza City, Israel (general), Israel",IS,IS00,31.4167,34.3333,-797156,20130203,unspecified
7796357,19890424,198904,1989,1989.3123,PSE,GAZA,PSE,,,,,,,,MIL,MILITARY,,,,,,MIL,,,0,190,190,19,4,-10.0,20,2,20,2.32804578970698,1,Gaza Strip,GZ,GZ,8.73308,126.321,0,1,Gaza Strip,GZ,GZ,8.73308,126.321,0,1,Gaza Strip,GZ,GZ,8.73308,126.321,0,20130203,unspecified
7856511,19890520,198905,1989,1989.3836,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,0,190,190,19,4,-10.0,12,2,10,2.62078065806836,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8179828,19891007,198910,1989,1989.7589,ISR,ISRAELI,ISR,,,,,,,,PSE,PALESTINIAN,PSE,,,,,,,,0,190,190,19,4,-10.0,13,2,8,5.53815458997053,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
7794198,19890423,198904,1989,1989.3096,PSE,PALESTINIAN,PSE,,,,,,,,ISRGOV,ISRAELI,ISR,,,,,GOV,,,1,190,190,19,4,-10.0,11,2,11,2.96080523545313,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
8014570,19890731,198907,1989,1989.5781,PSE,PALESTINIAN,PSE,,,,,,,,ISR,ISRAELI,ISR,,,,,,,,1,193,193,19,4,-10.0,9,2,9,3.67797570961867,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,4,"Jerusalem, Israel (general), Israel",IS,IS00,31.7667,35.2333,-797092,20130203,unspecified
